RA,CÓDIFO DE TURMA,TURMA INDEFERIDA,MOTIVO,NOME_TURMA,TURNO,CAMPOS,ANO_INGRESSO
11201812272,NBBHO0102-15SB,Desenvolvimento e Sustentabilidade B-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento e Sustentabilidade,N,SB,2018
11201812273,NA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,N,SB,2018
11201812274,DAESTO012-17SA,Princípios de Administração A-Matutino (Santo André),Critério de preenchimento de vagas,Princípios de Administração,D,SA,2018
11201812275,DA1BIR0603-15SA,"Ciência, Tecnologia e Sociedade A1-Matutino (Santo André)",Critério de preenchimento de vagas,"Ciência, Tecnologia e Sociedade",D,SA,2018
11201812281,DA1BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SA,2018
11201812282,DABHQ0001-15SB,Identidade e Cultura A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Identidade e Cultura,D,SB,2018
11201812282,DANHI5015-15SA,LIBRAS A-Matutino (Santo André),Critério de preenchimento de vagas,LIBRAS,D,SA,2018
11201812285,NA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,N,SB,2018
11201812289,DABHO1101-15SB,Introdução à Economia A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Introdução à Economia,D,SB,2018
11201812304,DB1BIQ0602-15SA,Estrutura e Dinâmica Social B1-Matutino (Santo André),Critério de preenchimento de vagas,Estrutura e Dinâmica Social,D,SA,2018
11201812305,NAESHR024-14SB,História da Política Externa Brasileira A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,História da Política Externa Brasileira,N,SB,2018
11201812306,DA1BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SA,2018
11201812310,DA3BCS0001-15SB,Base Experimental das Ciências Naturais A3-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Base Experimental das Ciências Naturais,D,SB,2018
11201812311,DB1BIQ0602-15SA,Estrutura e Dinâmica Social B1-Matutino (Santo André),Critério de preenchimento de vagas,Estrutura e Dinâmica Social,D,SA,2018
11201812313,NA2BIN0406-15SB,Introdução à Probabilidade e à Estatística A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Introdução à Probabilidade e à Estatística,N,SB,2018
11201812313,NAESTO011-17SB,Fundamentos de Desenho Técnico A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Fundamentos de Desenho Técnico,N,SB,2018
11201812318,NBBHO0102-15SB,Desenvolvimento e Sustentabilidade B-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento e Sustentabilidade,N,SB,2018
11201812318,NBBHO0002-15SB,Pensamento Econômico B-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pensamento Econômico,N,SB,2018
11201812320,NA1BIJ0207-15SB,Bases Conceituais da Energia A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Conceituais da Energia,N,SB,2018
11201812320,DA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SB,2018
11201812321,DAESZG041-17SB,Gestão da Inovação A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Gestão da Inovação,D,SB,2018
11201812321,NA1ESTO001-17SB,Circuitos Elétricos e Fotônica A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Circuitos Elétricos e Fotônica,N,SB,2018
11201812321,DAESTG023-17SB,Organização do Trabalho A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Organização do Trabalho,D,SB,2018
11201812321,DAESZG031-17SB,Engenharia Humana A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Humana,D,SB,2018
11201812332,NA2BIN0406-15SB,Introdução à Probabilidade e à Estatística A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Introdução à Probabilidade e à Estatística,N,SB,2018
11201812332,NA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,N,SB,2018
11201812332,NAESZG018-17SB,Estratégias de Comunicação Organizacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Estratégias de Comunicação Organizacional,N,SB,2018
11201812332,NB1BIS0003-15SB,Bases Matemáticas B1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Matemáticas,N,SB,2018
11201812332,NA1BCL0307-15SB,Transformações Químicas A1-Noturno (São Bernardo do Campo),Turma cancelada,Transformações Químicas,N,SB,2018
11201812343,NA1BCN0405-15SA,Introdução às Equações Diferenciais Ordinárias A1-Noturno (Santo André),Critério de preenchimento de vagas,Introdução às Equações Diferenciais Ordinárias,N,SA,2018
11201812343,NA8BCJ0203-15SA,Fenômenos Eletromagnéticos A8-Noturno (Santo André),Critério de preenchimento de vagas,Fenômenos Eletromagnéticos,N,SA,2018
11201812343,NA1BIR0603-15SA,"Ciência, Tecnologia e Sociedade A1-Noturno (Santo André)",Critério de preenchimento de vagas,"Ciência, Tecnologia e Sociedade",N,SA,2018
11201812343,NAESZU034-17SA,Ecologia do Ambiente Urbano A-Noturno (Santo André),Critério de preenchimento de vagas,Ecologia do Ambiente Urbano,N,SA,2018
11201812344,DAESZU002-17SA,Compostagem A-Matutino (Santo André),Critério de preenchimento de vagas,Compostagem,D,SA,2018
11201812345,DBBIR0603-15SB,"Ciência, Tecnologia e Sociedade B-Matutino (São Bernardo do Campo)",Critério de preenchimento de vagas,"Ciência, Tecnologia e Sociedade",D,SB,2018
11201812347,NAESTA002-17SA,Circuitos Elétricos I A-Noturno (Santo André),Critério de preenchimento de vagas,Circuitos Elétricos I,N,SA,2018
11201812347,NAESTO012-17SA,Princípios de Administração A-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2018
11201812349,NABHS0001-15SB,Práticas em Ciências e Humanidades A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Práticas em Ciências e Humanidades,N,SB,2018
11201812349,NABHQ0003-15SB,Interpretações do Brasil A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Interpretações do Brasil,N,SB,2018
11201812350,DCNHZ3088-15SA,Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos C-Matutino (Santo André),Critério de preenchimento de vagas,Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos,D,SA,2018
11201812351,DBBHP0201-15SB,Temas e Problemas em Filosofia B-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Temas e Problemas em Filosofia,D,SB,2018
11201812351,NABHO1101-15SB,Introdução à Economia A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Introdução à Economia,N,SB,2018
11201812351,NABHO0001-15SB,Introdução às Humanidades e Ciências Sociais A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Introdução às Humanidades e Ciências Sociais,N,SB,2018
11201812354,DA1BIJ0207-15SB,Bases Conceituais da Energia A1-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Conceituais da Energia,D,SB,2018
11201812355,NAESTO012-17SA,Princípios de Administração A-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2018
11201812355,NA1BIQ0602-15SA,Estrutura e Dinâmica Social A1-Noturno (Santo André),Critério de preenchimento de vagas,Estrutura e Dinâmica Social,N,SA,2018
11201812355,NAESTO011-17SB,Fundamentos de Desenho Técnico A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Fundamentos de Desenho Técnico,N,SB,2018
11201812355,DAESZG013-17SB,Empreendedorismo A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Empreendedorismo,D,SB,2018
11201812356,NBBHQ0001-15SB,Identidade e Cultura B-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Identidade e Cultura,N,SB,2018
11201812358,DA1BIK0102-15SB,Estrutura da Matéria A1-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Estrutura da Matéria,D,SB,2018
11201812359,NS1BCM0505-15SB,Processamento da Informação S1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Processamento da Informação,N,SB,2018
11201812361,DCESTO011-17SA,Fundamentos de Desenho Técnico C-Matutino (Santo André),Critério de preenchimento de vagas,Fundamentos de Desenho Técnico,D,SA,2018
11201812367,DAESZU002-17SA,Compostagem A-Matutino (Santo André),Critério de preenchimento de vagas,Compostagem,D,SA,2018
11201812367,DCNHZ3088-15SA,Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos C-Matutino (Santo André),Critério de preenchimento de vagas,Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos,D,SA,2018
11201812367,NAESTU039-17SA,Regulação Ambiental e Urbanística A-Noturno (Santo André),Critério de preenchimento de vagas,Regulação Ambiental e Urbanística,N,SA,2018
11201812381,DCESTO011-17SA,Fundamentos de Desenho Técnico C-Matutino (Santo André),Critério de preenchimento de vagas,Fundamentos de Desenho Técnico,D,SA,2018
11201812381,NA1BIR0603-15SA,"Ciência, Tecnologia e Sociedade A1-Noturno (Santo André)",Critério de preenchimento de vagas,"Ciência, Tecnologia e Sociedade",N,SA,2018
11201822388,NA3BCS0001-15SB,Base Experimental das Ciências Naturais A3-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Base Experimental das Ciências Naturais,N,SB,2018
11201822389,DA3BCS0001-15SB,Base Experimental das Ciências Naturais A3-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Base Experimental das Ciências Naturais,D,SB,2018
11201822390,DA1BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SA,2018
11201822390,DB1BIQ0602-15SA,Estrutura e Dinâmica Social B1-Matutino (Santo André),Critério de preenchimento de vagas,Estrutura e Dinâmica Social,D,SA,2018
11201822392,DCESTO011-17SA,Fundamentos de Desenho Técnico C-Matutino (Santo André),Critério de preenchimento de vagas,Fundamentos de Desenho Técnico,D,SA,2018
11201822392,DA3BCS0001-15SB,Base Experimental das Ciências Naturais A3-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Base Experimental das Ciências Naturais,D,SB,2018
11201822397,NB2BCM0506-15SA,Comunicação e Redes B2-Noturno (Santo André),Critério de preenchimento de vagas,Comunicação e Redes,N,SA,2018
11201822397,NC6BIS0005-15SA,Bases Computacionais da Ciência C6-Noturno (Santo André),Critério de preenchimento de vagas,Bases Computacionais da Ciência,N,SA,2018
11201822398,NC2BIL0304-15SA,Evolução e Diversificação da Vida na Terra C2-Noturno (Santo André),Critério de preenchimento de vagas,Evolução e Diversificação da Vida na Terra,N,SA,2018
11201822398,NAESTA014-17SA,Sistemas CAD/CAM A-Noturno (Santo André),Critério de preenchimento de vagas,Sistemas CAD/CAM,N,SA,2018
11201822403,NBBHO0102-15SB,Desenvolvimento e Sustentabilidade B-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento e Sustentabilidade,N,SB,2018
11201822403,NB1BIJ0207-15SB,Bases Conceituais da Energia B1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Conceituais da Energia,N,SB,2018
11201822405,NA1MCTA009-13SA,"Computadores, Ética e Sociedade A1-Noturno (Santo André)",Critério de preenchimento de vagas,"Computadores, Ética e Sociedade",N,SA,2018
11201822405,DCESTO011-17SA,Fundamentos de Desenho Técnico C-Matutino (Santo André),Critério de preenchimento de vagas,Fundamentos de Desenho Técnico,D,SA,2018
11201822406,NANHT1002-15SA,Bioética A-Noturno (Santo André),Critério de preenchimento de vagas,Bioética,N,SA,2018
11201822408,DABHO1101-15SB,Introdução à Economia A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Introdução à Economia,D,SB,2018
11201822408,DABHQ0001-15SB,Identidade e Cultura A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Identidade e Cultura,D,SB,2018
11201822409,NABHO1335-15SB,Formação do Sistema Internacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Formação do Sistema Internacional,N,SB,2018
11201822409,NAESHC012-17SB,Economia Institucional I A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia Institucional I,N,SB,2018
11201822409,NAESTO013-17SA,Engenharia Econômica A-Noturno (Santo André),Critério de preenchimento de vagas,Engenharia Econômica,N,SA,2018
11201822409,NABHP0202-15SB,Pensamento Crítico A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pensamento Crítico,N,SB,2018
11201822411,DA1BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SA,2018
11201822411,DA5BCS0001-15SA,Base Experimental das Ciências Naturais A5-Matutino (Santo André),Critério de preenchimento de vagas,Base Experimental das Ciências Naturais,D,SA,2018
11201822412,NC6BIS0005-15SA,Bases Computacionais da Ciência C6-Noturno (Santo André),Critério de preenchimento de vagas,Bases Computacionais da Ciência,N,SA,2018
11201822412,NC2BIL0304-15SA,Evolução e Diversificação da Vida na Terra C2-Noturno (Santo André),Critério de preenchimento de vagas,Evolução e Diversificação da Vida na Terra,N,SA,2018
11201822412,NC1BIK0102-15SA,Estrutura da Matéria C1-Noturno (Santo André),Critério de preenchimento de vagas,Estrutura da Matéria,N,SA,2018
11201822413,DAESTA014-17SA,Sistemas CAD/CAM A-Matutino (Santo André),Critério de preenchimento de vagas,Sistemas CAD/CAM,D,SA,2018
11201822413,DA1BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SA,2018
11201822415,DCESTO011-17SA,Fundamentos de Desenho Técnico C-Matutino (Santo André),Critério de preenchimento de vagas,Fundamentos de Desenho Técnico,D,SA,2018
11201822416,DA6BCS0001-15SA,Base Experimental das Ciências Naturais A6-Matutino (Santo André),Critério de preenchimento de vagas,Base Experimental das Ciências Naturais,D,SA,2018
11201822416,DBESTA014-17SA,Sistemas CAD/CAM B-Matutino (Santo André),Critério de preenchimento de vagas,Sistemas CAD/CAM,D,SA,2018
11201822417,DB1BCK0104-15SA,Interações Atômicas e Moleculares B1-Matutino (Santo André),Critério de preenchimento de vagas,Interações Atômicas e Moleculares,D,SA,2018
11201822418,DCESTO011-17SA,Fundamentos de Desenho Técnico C-Matutino (Santo André),Critério de preenchimento de vagas,Fundamentos de Desenho Técnico,D,SA,2018
11201822419,DC6BIS0005-15SA,Bases Computacionais da Ciência C6-Matutino (Santo André),Critério de preenchimento de vagas,Bases Computacionais da Ciência,D,SA,2018
11201822420,NABHQ0001-15SB,Identidade e Cultura A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Identidade e Cultura,N,SB,2018
11201822420,NBBHO0102-15SB,Desenvolvimento e Sustentabilidade B-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento e Sustentabilidade,N,SB,2018
11201822421,NAESZU034-17SA,Ecologia do Ambiente Urbano A-Noturno (Santo André),Critério de preenchimento de vagas,Ecologia do Ambiente Urbano,N,SA,2018
11201822421,NAESZU002-17SA,Compostagem A-Noturno (Santo André),Critério de preenchimento de vagas,Compostagem,N,SA,2018
11201822426,NC6BIS0005-15SA,Bases Computacionais da Ciência C6-Noturno (Santo André),Critério de preenchimento de vagas,Bases Computacionais da Ciência,N,SA,2018
11201822426,NA1BCJ0203-15SA,Fenômenos Eletromagnéticos A1-Noturno (Santo André),Critério de preenchimento de vagas,Fenômenos Eletromagnéticos,N,SA,2018
11201822427,DABHQ0001-15SB,Identidade e Cultura A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Identidade e Cultura,D,SB,2018
11201822429,NA8BCJ0203-15SA,Fenômenos Eletromagnéticos A8-Noturno (Santo André),Critério de preenchimento de vagas,Fenômenos Eletromagnéticos,N,SA,2018
11201822429,NC2BIL0304-15SA,Evolução e Diversificação da Vida na Terra C2-Noturno (Santo André),Critério de preenchimento de vagas,Evolução e Diversificação da Vida na Terra,N,SA,2018
11201822429,NBESTO012-17SA,Princípios de Administração B-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2018
